index geno pheno fit children
12327314 1 0.370411 1.01162 3
12327315 0 -1.10248 0.927619 4
12327316 1 -0.401964 0.976168 3
12327317 0 0.734297 1.0378 3
12327318 1 -0.259022 0.991257 0
12327319 0 -0.690789 0.980041 1
12327320 1 1.9342 1.09289 1
12327321 2 2.19092 1.12364 5
12327322 1 3.31729 1.16958 4
12327323 0 1.34178 1.08311 1
12327324 2 1.5598 1.06264 1
12327325 1 1.24554 1.05616 1
12327326 1 1.41223 1.05926 3
12327327 1 -0.988379 0.961257 2
12327328 0 0.306147 1.0046 2
12327329 0 -0.469275 0.95607 4
12327330 2 2.81839 1.139 1
12327331 2 2.82934 1.15017 2
12327332 1 1.28901 1.07398 0
12327333 1 1.1025 1.04468 2
12327334 1 0.268845 1.00372 3
12327335 0 1.47516 1.06123 1
12327336 2 0.727024 1.02141 2
12327337 2 2.41504 1.12088 1
12327338 0 -0.601568 0.964786 2
12327339 0 -0.36189 0.98434 2
12327340 1 1.36202 1.0618 2
12327341 1 2.08287 1.1072 0
12327342 0 -0.812184 0.965809 1
12327343 1 2.84066 1.14466 1
12327344 0 -0.540625 0.979558 2
12327345 2 1.19984 1.06689 2
12327346 0 -0.807244 0.962108 2
12327347 2 1.45867 1.06944 2
12327348 1 -0.614087 0.965601 1
12327349 1 2.04703 1.10683 2
12327350 0 -0.294736 0.978165 0
12327351 1 1.24177 1.05735 2
12327352 2 3.31977 1.171 4
12327353 2 0.74288 1.03806 0
12327354 0 0.528072 1.00951 1
12327355 1 0.82479 1.01418 3
12327356 0 -1.3115 0.91696 2
12327357 1 1.9146 1.08731 2
12327358 1 0.111842 1.01342 3
12327359 1 1.95605 1.06997 0
12327360 0 -1.09158 0.947759 2
12327361 0 -0.176694 0.979396 4
12327362 1 2.36144 1.11644 1
12327363 1 2.03041 1.09439 0
12327364 1 0.361403 1.00902 1
12327365 1 -0.00955294 0.995879 3
12327366 1 1.82354 1.08467 0
12327367 1 1.2236 1.05449 2
12327368 2 2.52195 1.13525 2
12327369 2 -0.0278801 1.00121 5
12327370 1 1.66583 1.07091 0
12327371 1 2.77009 1.1466 1
12327372 1 1.58405 1.07887 3
12327373 1 2.17919 1.10448 5
12327374 0 0.557468 1.0287 4
12327375 1 0.366756 1.00372 0
12327376 1 -0.233195 0.986345 3
12327377 1 0.698352 1.02749 1
12327378 1 0.709364 1.03966 2
12327379 1 1.23982 1.08282 4
12327380 1 0.516353 1.01774 3
12327381 0 1.63812 1.07103 2
12327382 0 0.690149 1.05071 0
12327383 1 -0.0813306 0.985066 0
12327384 2 1.49777 1.0588 7
12327385 1 1.39435 1.05582 6
12327386 1 -0.482843 0.969972 1
12327387 2 0.558131 1.0242 4
12327388 0 -0.489882 0.998607 1
12327389 1 1.89685 1.10161 1
12327390 0 -0.167092 1.0077 4
12327391 0 -0.489235 0.964385 3
12327392 1 2.06362 1.10433 1
12327393 2 0.913507 1.05419 1
12327394 2 1.36611 1.05396 1
12327395 0 0.368236 1.01453 1
12327396 0 0.631182 1.01351 1
12327397 0 -1.19741 0.941836 2
12327398 0 -1.68162 0.906536 1
12327399 1 0.450301 1.0152 4
12327400 2 1.00103 1.0692 3
12327401 0 1.16128 1.06167 3
12327402 1 -0.17064 0.986573 2
12327403 1 0.817237 1.02059 1
12327404 1 0.871884 1.03733 6
12327405 1 1.12465 1.06457 1
12327406 1 0.249562 1.01504 1
12327407 0 0.0697662 1.00584 0
12327408 0 1.32967 1.08537 6
12327409 2 1.69153 1.09196 5
12327410 2 0.867887 1.03251 0
12327411 1 2.09798 1.0959 4
12327412 1 2.94249 1.15064 2
12327413 0 -2.31969 0.891477 1
12327414 1 2.07633 1.11062 0
12327415 1 1.88127 1.09944 0
12327416 0 -1.02648 0.946764 0
12327417 0 -2.8546 0.847418 3
12327418 0 0.293801 1.01288 0
12327419 0 -0.706076 0.970769 5
12327420 1 1.69738 1.07553 2
12327421 0 1.5822 1.06935 5
12327422 0 -0.326144 0.994919 3
12327423 1 2.3654 1.11213 4
12327424 1 0.269741 1.02044 2
12327425 2 3.1899 1.16353 2
12327426 0 1.03363 1.0547 4
12327427 1 0.764531 1.04257 3
12327428 2 0.476822 1.02322 2
12327429 1 0.976446 1.0208 2
12327430 0 0.335915 1.02 2
12327431 1 -0.0967381 1.00367 1
12327432 0 0.956196 1.06297 1
12327433 0 0.928148 1.0208 2
12327434 1 1.54767 1.06415 1
12327435 1 1.36595 1.08486 2
12327436 2 3.40621 1.15083 4
12327437 2 0.341919 1.01836 2
12327438 0 0.818408 1.03374 1
12327439 1 -0.420019 0.966612 2
12327440 0 0.892214 1.05788 4
12327441 1 2.8052 1.11427 6
12327442 0 0.228081 1.01404 4
12327443 0 -0.521871 0.957156 1
12327444 0 0.79351 1.05261 2
12327445 1 1.31186 1.05553 0
12327446 1 1.46976 1.07075 1
12327447 1 1.78978 1.10029 1
12327448 1 0.227094 1.01069 2
12327449 2 3.0219 1.16693 1
12327450 0 -1.86289 0.924718 1
12327451 0 0.700407 1.02868 4
12327452 0 -0.0691724 1.00553 3
12327453 1 -0.320876 0.994334 3
12327454 0 -0.0227007 0.995446 1
12327455 1 0.856764 1.0281 2
12327456 1 0.793981 1.04959 2
12327457 2 0.0379072 1.00019 1
12327458 1 1.74911 1.07132 2
12327459 2 0.212591 1.00109 6
12327460 1 1.74083 1.09916 5
12327461 1 0.295946 1.01935 2
12327462 1 0.214967 1.02441 1
12327463 1 2.62419 1.12982 2
12327464 1 -1.18049 0.923434 1
12327465 1 2.80711 1.15124 4
12327466 2 1.74868 1.08765 4
12327467 1 1.43669 1.06231 2
12327468 1 2.33672 1.11273 1
12327469 1 0.56373 1.03263 2
12327470 1 1.71799 1.08521 2
12327471 1 -0.7886 0.961597 3
12327472 1 1.79456 1.07278 0
12327473 0 0.49053 1.01888 2
12327474 1 0.0169825 0.989205 1
12327475 1 2.7867 1.14641 2
12327476 1 0.979314 1.04737 1
12327477 1 0.343542 1.01247 0
12327478 1 2.03892 1.10803 1
12327479 1 1.48865 1.07225 1
12327480 1 -1.36809 0.924617 3
12327481 1 1.7255 1.06798 3
12327482 0 -1.82562 0.906448 1
12327483 1 0.414924 1.01029 1
12327484 1 0.638331 0.998879 0
12327485 2 1.98431 1.07352 1
12327486 1 0.649861 1.02697 1
12327487 0 1.58797 1.08524 1
12327488 2 1.67192 1.07591 4
12327489 1 0.609868 1.03685 1
12327490 0 0.947173 1.04597 0
12327491 2 2.85452 1.14802 1
12327492 0 0.468099 1.01292 4
12327493 1 2.08725 1.10021 2
12327494 1 -0.0188307 0.989966 3
12327495 1 -0.338883 0.985008 1
12327496 1 1.83627 1.08282 2
12327497 1 0.617473 1.02964 1
12327498 1 4.10599 1.2196 0
12327499 1 0.65576 1.05007 3
12327500 1 0.200417 1.01714 2
12327501 1 1.09652 1.06645 1
12327502 2 1.7594 1.10875 2
12327503 1 0.736096 1.02914 2
12327504 0 -1.1005 0.956094 3
12327505 2 3.23212 1.18491 3
12327506 0 -0.363596 0.997704 3
12327507 1 -0.258422 0.97803 1
12327508 1 1.04967 1.04582 3
12327509 1 2.2865 1.11458 3
12327510 2 1.78513 1.08578 2
12327511 1 1.96101 1.10332 1
12327512 1 0.4625 1.02614 1
12327513 1 1.54026 1.07489 1
12327514 0 -1.16812 0.941929 1
12327515 1 1.41141 1.07772 2
12327516 1 -0.559704 0.976518 0
12327517 1 3.29885 1.16881 1
12327518 1 1.36503 1.06941 1
12327519 0 -1.25707 0.926416 3
12327520 2 2.78586 1.14398 2
12327521 0 1.09951 1.06108 2
12327522 0 0.972385 1.0501 3
12327523 1 0.485029 1.01969 1
12327524 0 0.149637 1.00823 2
12327525 0 0.257794 1.02291 3
12327526 1 1.34882 1.05608 2
12327527 2 3.40865 1.1663 1
12327528 1 3.23135 1.18051 2
12327529 0 0.062024 1.01484 0
12327530 0 1.52575 1.07802 0
12327531 0 -0.249696 0.983433 4
12327532 0 -1.18778 0.931429 1
12327533 1 0.818267 1.06649 3
12327534 0 -0.185829 0.996015 3
12327535 0 -0.632545 0.961095 1
12327536 1 1.46935 1.07675 1
12327537 1 0.902699 1.04726 0
12327538 0 -1.14079 0.95642 1
12327539 1 0.228608 1.00509 3
12327540 2 1.71908 1.09129 2
12327541 1 1.3973 1.06709 0
12327542 1 2.11438 1.10869 4
12327543 1 2.52685 1.12296 6
12327544 1 -1.22781 0.93143 1
12327545 1 1.37584 1.07371 0
12327546 1 -0.868673 0.957887 0
12327547 1 -0.456636 0.975585 2
12327548 2 1.76459 1.09414 2
12327549 1 1.86269 1.08952 6
12327550 1 1.3548 1.0681 3
12327551 1 -0.675105 0.949656 2
12327552 0 -1.22866 0.927368 3
12327553 1 0.257013 1.01835 0
12327554 1 1.6152 1.06268 4
12327555 0 1.79428 1.08971 3
12327556 1 1.97248 1.09024 0
12327557 1 1.0344 1.04702 2
12327558 1 0.198664 1.03053 1
12327559 1 0.564235 1.04111 1
12327560 2 3.13108 1.16046 6
12327561 1 3.64423 1.17287 4
12327562 2 1.68214 1.08957 3
12327563 2 2.30478 1.10421 1
12327564 1 -0.0846397 0.9997 2
12327565 0 0.685724 1.03238 4
12327566 0 0.322673 1.0104 1
12327567 1 1.28383 1.07163 2
12327568 1 0.146542 1.0133 3
12327569 1 2.09108 1.08955 1
12327570 1 0.580911 1.03606 1
12327571 0 1.53716 1.0868 2
12327572 1 0.701815 1.03792 2
12327573 2 1.45254 1.07537 3
12327574 0 0.978935 1.04819 1
12327575 1 0.950699 1.05746 1
12327576 1 1.66185 1.08255 2
12327577 0 0.099875 0.994307 3
12327578 1 -0.0518542 0.992268 2
12327579 1 3.35252 1.16002 2
12327580 0 -0.101092 0.992613 0
12327581 1 2.35887 1.11711 1
12327582 0 0.455353 1.01482 2
12327583 1 2.38531 1.11688 5
12327584 1 2.59778 1.14261 3
12327585 1 1.56377 1.07693 2
12327586 1 2.92283 1.16179 4
12327587 1 1.12875 1.048 0
12327588 0 2.14018 1.10801 2
12327589 1 1.04849 1.04946 1
12327590 0 0.227317 0.99531 1
12327591 2 3.00854 1.14812 1
12327592 0 1.19152 1.05123 4
12327593 2 0.902035 1.054 0
12327594 1 2.01763 1.10473 3
12327595 0 -0.450434 0.987832 1
12327596 2 2.40347 1.13506 5
12327597 1 -0.0606666 0.985322 2
12327598 0 1.50584 1.05888 1
12327599 2 2.71334 1.13066 2
12327600 0 0.203644 1.00615 3
12327601 0 0.171496 0.997383 2
12327602 0 -0.0213768 0.999644 2
12327603 1 1.94109 1.10546 1
12327604 2 0.695891 1.02671 1
12327605 1 -0.699504 0.948003 1
12327606 1 1.42504 1.07179 1
12327607 0 -0.161199 0.994031 1
12327608 0 1.57056 1.08352 0
12327609 1 1.02086 1.03876 1
12327610 1 -0.187494 0.991398 2
12327611 0 0.348037 1.01422 1
12327612 1 1.24625 1.06257 3
12327613 1 0.528424 0.999742 1
12327614 1 0.049918 0.990996 0
12327615 0 0.406306 1.02036 1
12327616 1 1.4591 1.06688 1
12327617 0 2.14633 1.10773 1
12327618 1 1.51885 1.0623 2
12327619 1 1.70419 1.07308 2
12327620 1 2.22709 1.12146 4
12327621 1 -1.29605 0.934586 0
12327622 1 0.516782 1.02662 1
12327623 1 1.70393 1.08163 4
12327624 1 0.798551 1.05174 2
12327625 1 -1.4318 0.929194 1
12327626 1 -0.478232 0.985694 1
12327627 2 2.46043 1.11317 4
12327628 2 2.89233 1.14003 3
12327629 1 1.72418 1.08013 1
12327630 1 -0.341195 0.977805 1
12327631 1 0.29873 1.02271 4
12327632 2 2.50137 1.13448 1
12327633 1 0.0106079 0.996407 0
12327634 1 -0.145271 1.00355 0
12327635 2 1.34329 1.07909 1
12327636 0 -1.05072 0.94806 4
12327637 2 2.68676 1.12167 4
12327638 0 -0.809925 0.958969 0
12327639 0 0.729263 1.0534 3
12327640 1 0.360793 1.01123 2
12327641 1 -1.07686 0.934977 2
12327642 0 -1.14415 0.954731 0
12327643 2 4.41373 1.22991 1
12327644 1 1.69821 1.09312 8
12327645 2 1.9314 1.09768 3
12327646 1 0.335477 1.0144 2
12327647 0 1.09647 1.04968 3
12327648 2 2.08819 1.10489 3
12327649 2 1.82867 1.09059 5
12327650 1 1.97947 1.09663 2
12327651 1 0.724899 1.04537 3
12327652 0 0.799499 1.037 3
12327653 0 -1.77513 0.899717 4
12327654 0 -0.182334 0.994476 3
12327655 1 1.95531 1.10186 3
12327656 1 1.01481 1.05896 2
12327657 0 -1.35816 0.94142 1
12327658 1 -1.48359 0.930973 1
12327659 1 1.35567 1.06065 2
12327660 1 -0.231468 0.997626 1
12327661 2 3.07629 1.1551 0
12327662 2 1.40622 1.06672 3
12327663 2 2.27023 1.12664 3
12327664 0 0.684629 1.0397 1
12327665 0 -0.269932 0.987269 3
12327666 0 1.48809 1.05665 2
12327667 1 1.12544 1.05189 0
12327668 1 1.65868 1.08216 2
12327669 1 1.98428 1.11268 3
12327670 1 0.167709 0.999433 2
12327671 1 0.269099 1.01361 1
12327672 0 1.45049 1.07382 1
12327673 1 1.00479 1.06911 5
12327674 2 1.79312 1.08615 3
12327675 1 -0.708918 0.981489 3
12327676 0 0.79835 1.04309 2
12327677 1 1.5069 1.0765 2
12327678 0 -0.682209 0.978955 3
12327679 2 -0.649707 0.963828 1
12327680 1 0.161594 1.02084 2
12327681 1 2.52846 1.12774 2
12327682 2 3.06335 1.16769 3
12327683 1 1.20192 1.05969 3
12327684 1 1.96916 1.09235 3
12327685 1 -0.803623 0.962959 4
12327686 1 1.18785 1.05725 3
12327687 1 0.210536 1.0117 0
12327688 1 -0.128356 0.992402 2
12327689 1 4.02829 1.20317 2
12327690 0 -0.283607 0.97642 1
12327691 1 -0.755697 0.968951 1
12327692 1 1.31753 1.05317 1
12327693 1 -0.0478961 0.999159 2
12327694 1 2.56842 1.13182 1
12327695 0 -0.17114 0.977033 0
12327696 0 1.13991 1.0551 0
12327697 1 1.23367 1.05071 2
12327698 1 1.59514 1.10121 3
12327699 0 -1.20193 0.966021 1
12327700 0 -1.51965 0.92996 2
12327701 1 0.491604 1.01553 1
12327702 2 2.38637 1.09273 1
12327703 0 -1.07958 0.955278 1
12327704 1 -1.07846 0.93617 1
12327705 0 -0.441279 0.982214 3
12327706 0 0.501684 1.0142 3
12327707 1 0.626254 1.03152 6
12327708 1 0.612936 1.02566 1
12327709 0 0.158593 1.00877 1
12327710 2 2.19967 1.10474 1
12327711 0 1.06824 1.06723 1
12327712 0 -0.450799 0.980947 1
12327713 0 -0.168529 1.00561 1
12327714 0 0.678997 1.04391 2
12327715 1 -0.209566 0.993049 2
12327716 1 1.11078 1.05009 0
12327717 0 0.126667 1.00678 0
12327718 1 1.04759 1.06269 0
12327719 1 2.60013 1.14079 2
12327720 1 0.733475 1.03103 3
12327721 1 1.03438 1.05842 2
12327722 1 -0.921915 0.96111 2
12327723 1 1.30955 1.05837 1
12327724 1 1.11841 1.05545 1
12327725 1 0.540689 1.01864 1
12327726 0 0.969047 1.05033 1
12327727 1 1.38193 1.07228 1
12327728 0 0.0590644 1.02185 0
12327729 0 0.105412 1.00307 1
12327730 2 0.468521 1.02843 4
12327731 1 -0.580843 0.95665 0
12327732 1 1.3558 1.05941 2
12327733 1 3.29356 1.16172 0
12327734 1 1.26523 1.06805 3
12327735 2 3.29929 1.15189 3
12327736 0 -0.327344 0.984598 4
12327737 0 -0.759507 0.952352 3
12327738 2 2.04819 1.08359 2
12327739 2 1.54621 1.07274 2
12327740 1 1.32989 1.06695 1
12327741 1 -0.533682 0.971961 1
12327742 0 -1.42119 0.939534 2
12327743 1 2.59199 1.1168 2
12327744 0 -1.59276 0.912632 1
12327745 0 1.52167 1.07336 0
12327746 1 -0.319284 0.959087 1
12327747 1 0.377007 1.01194 0
12327748 0 -1.39245 0.915281 2
12327749 1 0.669442 1.03907 3
12327750 2 0.752217 1.03608 2
12327751 1 1.25282 1.03828 0
12327752 2 3.43413 1.17599 3
12327753 0 0.435833 1.02426 5
12327754 2 2.95608 1.158 1
12327755 0 0.854715 1.05446 4
12327756 2 2.21162 1.10134 2
12327757 1 0.828305 1.06073 4
12327758 1 0.89332 1.0512 1
12327759 0 -0.535917 0.97958 0
12327760 1 0.731219 1.03656 1
12327761 1 1.65931 1.08467 3
12327762 0 -0.0475109 1.01513 6
12327763 1 1.50006 1.06758 1
12327764 0 1.86126 1.08179 0
12327765 0 -0.554884 0.987534 2
12327766 0 0.243785 1.00639 3
12327767 2 3.28524 1.18393 1
12327768 0 -0.598411 0.97916 0
12327769 0 0.235005 0.999297 2
12327770 1 0.632995 1.03044 0
12327771 2 3.68097 1.19412 4
12327772 1 1.8567 1.09169 1
12327773 1 -0.0634626 0.99058 0
12327774 1 1.64561 1.07173 2
12327775 1 -0.314941 0.988374 1
12327776 2 1.6906 1.07707 2
12327777 0 -0.988101 0.924522 5
12327778 2 3.06581 1.16062 1
12327779 1 0.699932 1.04954 2
12327780 2 2.6594 1.13655 1
12327781 1 0.8052 1.04687 3
12327782 1 2.57786 1.12939 5
12327783 1 0.322917 1.02786 1
12327784 1 0.663679 1.02999 1
12327785 1 1.02781 1.0487 2
12327786 0 -1.06917 0.93871 3
12327787 1 0.818359 1.05777 2
12327788 1 1.34616 1.07066 1
12327789 0 0.100862 1.00827 2
12327790 2 3.45579 1.16645 2
12327791 0 -1.3964 0.94764 0
12327792 1 1.44002 1.07691 3
12327793 1 -0.392179 0.98611 1
12327794 2 3.06392 1.14375 3
12327795 1 2.75553 1.13372 3
12327796 1 1.82436 1.07568 0
12327797 1 1.81714 1.09918 3
12327798 1 1.74978 1.09931 1
12327799 0 0.956246 1.03462 2
12327800 1 1.59502 1.07877 2
12327801 1 1.28862 1.0546 5
12327802 1 1.64694 1.08658 0
12327803 1 0.897537 1.03874 1
12327804 2 0.509438 1.02998 4
12327805 1 1.36246 1.07108 1
12327806 2 2.32411 1.11229 4
12327807 1 -0.273331 0.992979 3
12327808 0 -1.26012 0.931779 1
12327809 1 -0.0487103 0.994087 2
12327810 1 0.911305 1.02284 3
12327811 1 2.56324 1.12646 2
12327812 1 -1.08667 0.940333 3
12327813 0 2.10183 1.10129 1
12327814 1 2.09322 1.11312 3
12327815 2 2.00034 1.10566 1
12327816 1 0.990312 1.04873 4
12327817 0 2.18914 1.11146 2
12327818 0 0.384029 1.02087 2
12327819 1 2.0771 1.08795 2
12327820 1 2.8447 1.14765 2
12327821 0 0.529549 1.00182 2
12327822 1 0.313502 1.00572 2
12327823 1 1.62094 1.08936 4
12327824 0 -1.14888 0.947914 1
12327825 0 0.250072 1.01426 1
12327826 1 0.395321 1.02995 2
12327827 2 2.15792 1.07858 1
12327828 1 0.899146 1.04333 0
12327829 1 3.18823 1.16026 3
12327830 0 -1.69127 0.904517 3
12327831 1 0.7224 1.03802 1
12327832 1 2.03893 1.09531 1
12327833 1 1.63794 1.08624 1
12327834 1 1.48313 1.08233 5
12327835 1 1.2431 1.06848 2
12327836 1 1.33042 1.07454 0
12327837 1 1.15463 1.06526 4
12327838 1 1.46507 1.07192 3
12327839 1 0.806858 1.02528 3
12327840 1 -0.996382 0.958894 0
12327841 1 1.34859 1.07152 3
12327842 1 2.70732 1.14939 4
12327843 1 -0.769306 0.966864 3
12327844 0 -0.341923 1.01526 2
12327845 1 1.55377 1.07914 1
12327846 1 1.91655 1.09389 6
12327847 2 3.76745 1.18174 3
12327848 0 -0.250913 0.994408 2
12327849 0 -0.00267748 0.997376 1
12327850 1 0.886565 1.04298 3
12327851 2 1.49363 1.08086 1
12327852 0 -0.439788 0.994753 5
12327853 1 0.93224 1.04497 3
12327854 1 0.294994 1.01713 2
12327855 2 0.974803 1.0569 0
12327856 2 2.93291 1.15275 1
12327857 1 1.05696 1.05157 0
12327858 0 0.0237958 1.02358 3
12327859 1 -0.59852 0.967352 5
12327860 1 1.38899 1.0718 1
12327861 0 -1.31481 0.935313 3
12327862 0 0.0572135 1.01516 0
12327863 0 -0.663149 0.983044 4
12327864 2 1.85135 1.11067 0
12327865 0 -0.444526 0.985263 1
12327866 1 -1.45885 0.918828 2
12327867 0 -0.423113 0.984012 5
12327868 0 0.656795 1.0506 0
12327869 2 2.26378 1.12036 3
12327870 2 0.929255 1.04353 2
12327871 1 2.03353 1.09991 2
12327872 0 -0.286927 0.994674 2
12327873 1 -0.630526 0.956233 4
12327874 0 -0.793681 0.968991 0
12327875 1 0.588583 1.03823 1
12327876 0 0.606978 1.03824 0
12327877 1 0.157153 1.007 1
12327878 0 -0.700239 0.945953 1
12327879 1 0.480694 1.02874 1
12327880 0 -1.02978 0.944701 3
12327881 0 -0.0299849 0.996261 0
12327882 0 -0.742677 0.950248 3
12327883 0 -0.335797 0.97926 0
12327884 0 -0.387097 0.981083 1
12327885 0 -0.0452504 0.995616 0
12327886 1 -0.451286 0.980725 6
12327887 1 1.40052 1.06686 2
12327888 2 3.42669 1.18071 1
12327889 2 1.61182 1.08308 1
12327890 1 0.38214 1.01159 4
12327891 0 -0.515802 0.958631 3
12327892 1 0.715837 1.04591 2
12327893 2 2.08065 1.119 1
12327894 1 1.81984 1.10996 1
12327895 1 1.44802 1.07256 3
12327896 0 -0.0749065 0.999169 4
12327897 2 2.03498 1.09224 1
12327898 1 0.360369 1.01404 0
12327899 1 0.651925 1.02142 1
12327900 2 1.68569 1.09164 1
12327901 1 -0.248865 0.997951 3
12327902 1 1.1356 1.06309 2
12327903 2 1.68038 1.07916 1
12327904 0 -0.0357325 1.02189 1
12327905 1 2.63332 1.11979 2
12327906 1 2.38676 1.11747 3
12327907 1 0.397611 1.03541 2
12327908 0 -2.36069 0.867521 2
12327909 1 0.347107 1.01825 1
12327910 1 1.84386 1.08175 1
12327911 0 -0.208518 0.990019 2
12327912 2 2.56756 1.13811 1
12327913 1 0.293964 1.02428 3
12327914 1 -0.325581 0.973936 3
12327915 1 -0.604982 0.956986 2
12327916 0 -0.71844 0.959522 4
12327917 0 0.490908 1.02393 1
12327918 2 2.69585 1.15038 2
12327919 2 0.996071 1.05649 1
12327920 0 2.35399 1.116 2
12327921 1 1.59142 1.07618 2
12327922 1 1.2707 1.06193 2
12327923 0 0.424563 1.01607 1
12327924 0 0.285577 1.00146 1
12327925 2 0.340988 1.00486 2
12327926 0 0.375021 1.01968 2
12327927 0 0.875828 1.04611 1
12327928 1 1.51091 1.0657 1
12327929 0 1.97984 1.09455 1
12327930 1 0.962946 1.05375 5
12327931 1 0.2881 1.0098 1
12327932 1 1.54708 1.06547 0
12327933 1 1.34312 1.06195 0
12327934 2 2.52748 1.12961 1
12327935 0 -0.400733 0.982108 2
12327936 0 -0.147657 1.00312 0
12327937 1 0.774512 1.03439 0
12327938 1 0.304479 1.01266 2
12327939 1 -0.185583 0.98829 1
12327940 1 0.309141 1.00902 4
12327941 0 1.46226 1.07459 1
12327942 0 -1.42774 0.942424 2
12327943 0 0.819477 1.04143 0
12327944 2 2.41718 1.10962 3
12327945 0 2.13678 1.10714 1
12327946 2 3.11386 1.15221 3
12327947 0 0.029185 1.00249 1
12327948 1 3.4117 1.1698 3
12327949 1 0.762561 1.03994 2
12327950 2 3.08642 1.17447 2
12327951 1 2.01041 1.08189 1
12327952 1 -0.585832 0.968462 3
12327953 1 0.975976 1.06832 3
12327954 2 2.75077 1.14953 1
12327955 2 2.32404 1.12025 0
12327956 0 0.353459 1.01589 4
12327957 1 1.03051 1.05717 3
12327958 1 -1.03789 0.935503 2
12327959 0 0.971411 1.04715 2
12327960 0 -0.589322 0.975662 3
12327961 2 1.77061 1.07339 4
12327962 1 -0.830011 0.951486 2
12327963 1 0.72209 1.03427 0
12327964 0 0.000632031 0.992215 1
12327965 1 -0.208146 0.987419 0
12327966 1 0.073983 0.985533 1
12327967 1 0.381643 1.03422 1
12327968 2 1.54428 1.06192 2
12327969 1 2.0828 1.1048 2
12327970 0 0.852728 1.05163 0
12327971 1 1.18728 1.04622 0
12327972 1 2.3622 1.11802 1
12327973 2 1.01938 1.06052 1
12327974 1 2.75882 1.14046 1
12327975 1 1.70283 1.08105 2
12327976 2 3.00205 1.18122 2
12327977 0 0.407545 1.02875 2
12327978 1 1.45695 1.08245 0
12327979 1 -0.551197 0.978697 1
12327980 1 -0.572368 0.971819 1
12327981 0 0.355413 1.01268 3
12327982 0 1.73803 1.08568 2
12327983 1 2.0292 1.10854 3
12327984 1 -0.986264 0.963852 1
12327985 1 -0.0907786 0.998776 2
12327986 1 2.5131 1.13758 5
12327987 1 1.41432 1.08142 1
12327988 1 0.943347 1.059 0
12327989 0 -0.2637 0.989561 1
12327990 0 -0.234501 0.977693 2
12327991 1 1.6806 1.09074 4
12327992 0 1.50849 1.06291 4
12327993 1 1.71952 1.06959 3
12327994 1 1.44379 1.06669 1
12327995 2 1.3373 1.06863 2
12327996 0 -0.738718 0.953196 2
12327997 1 -0.473783 0.968171 3
12327998 0 -0.947186 0.94822 1
12327999 0 0.273293 1.02132 2
12328000 1 1.04771 1.0602 2
12328001 1 1.9215 1.0894 2
12328002 0 0.0775869 1.00969 1
12328003 1 2.88295 1.13378 1
12328004 1 -1.49648 0.923023 4
12328005 1 2.03727 1.09613 1
12328006 0 3.09702 1.17673 5
12328007 1 1.51611 1.06606 2
12328008 1 0.452587 1.03229 3
12328009 1 1.08118 1.06796 1
12328010 2 1.0128 1.04413 4
12328011 2 1.03893 1.04502 2
12328012 1 -0.0432701 1.00762 3
12328013 0 -0.719749 0.975528 0
12328014 1 1.44931 1.06088 4
12328015 1 2.78709 1.12608 2
12328016 0 0.599332 1.03822 3
12328017 2 0.684788 1.01804 1
12328018 1 0.90456 1.05153 3
12328019 1 1.05016 1.04572 4
12328020 0 0.934076 1.04422 1
12328021 0 -0.07058 0.997096 0
12328022 1 2.12887 1.09875 3
12328023 2 3.0241 1.15947 2
12328024 1 2.92455 1.14401 2
12328025 1 1.78653 1.09057 4
12328026 1 3.1017 1.15814 2
12328027 0 -0.0943126 0.98831 2
12328028 0 -1.18235 0.949312 1
12328029 2 1.74641 1.06821 3
12328030 0 -0.263957 0.985651 2
12328031 0 -0.175248 0.985328 2
12328032 2 -0.431326 0.97997 0
12328033 2 3.54608 1.1785 2
12328034 0 0.631683 1.03098 1
12328035 0 -1.53809 0.914092 0
12328036 1 0.738726 1.03618 5
12328037 1 0.732929 1.0265 3
12328038 2 0.58368 1.02786 2
12328039 1 1.61158 1.0797 1
12328040 1 1.82484 1.08826 2
12328041 0 0.827764 1.03634 4
12328042 1 3.411 1.16354 3
12328043 1 0.524944 1.02962 2
12328044 1 2.13089 1.11195 3
12328045 1 0.478594 1.01193 3
12328046 2 3.10188 1.14824 1
12328047 1 1.50771 1.07892 2
12328048 1 0.642263 1.03848 3
12328049 2 3.75648 1.20148 1
12328050 0 -1.85797 0.910882 3
12328051 1 0.444945 1.02278 2
12328052 1 -0.575665 0.9737 1
12328053 2 0.205015 1.01588 1
12328054 0 -0.318122 0.974605 1
12328055 1 1.14191 1.05729 1
12328056 1 0.327534 0.998224 4
12328057 1 0.354626 1.01669 2
12328058 1 -1.38019 0.918021 1
12328059 2 0.211803 1.01205 1
12328060 2 0.866609 1.03754 4
12328061 0 1.68151 1.08937 4
12328062 2 1.15617 1.05045 3
12328063 1 1.00205 1.02964 1
12328064 1 0.927529 1.04365 1
12328065 1 0.712602 1.03537 3
12328066 1 1.04962 1.05981 4
12328067 1 1.22016 1.05103 1
12328068 2 3.39576 1.17392 5
12328069 0 1.08304 1.04596 1
12328070 0 -0.531124 0.982086 3
12328071 2 1.90567 1.092 2
12328072 1 1.93502 1.09463 4
12328073 1 1.99876 1.08381 2
12328074 1 0.485396 1.01399 1
12328075 2 0.528073 1.02884 2
12328076 2 1.60317 1.08395 2
12328077 1 1.54265 1.09451 4
12328078 1 2.33233 1.12691 0
